Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1981","1981","t","2091","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1982","1982","ha","2765","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1982","1982","kg/ha","678.1","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1982","1982","t","1875","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1983","1983","ha","1700","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1983","1983","kg/ha","665.9","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1983","1983","t","1132","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1984","1984","ha","2100","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1984","1984","kg/ha","469.5","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1984","1984","t","986","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1985","1985","ha","1100","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1985","1985","kg/ha","545.5","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1985","1985","t","600","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1986","1986","ha","1160","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1986","1986","kg/ha","517.2","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1986","1986","t","600","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1987","1987","ha","940","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1987","1987","kg/ha","525.5","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1987","1987","t","494","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1988","1988","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1988","1988","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1988","1988","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1989","1989","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1989","1989","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1989","1989","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1990","1990","ha","6000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1990","1990","kg/ha","166.7","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1990","1990","t","1000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1991","1991","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1991","1991","kg/ha","252.4","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1991","1991","t","504.78","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1992","1992","ha","1215","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1992","1992","kg/ha","318.8","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1992","1992","t","387.4","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1993","1993","ha","1023","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1993","1993","kg/ha","389.1","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1993","1993","t","398.11","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1994","1994","ha","1242","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1994","1994","kg/ha","461","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1994","1994","t","572.51","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1995","1995","ha","1496","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1995","1995","kg/ha","531.9","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1995","1995","t","795.7","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1996","1996","ha","2237","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1996","1996","kg/ha","602.6","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1996","1996","t","1347.88","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1997","1997","ha","3000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1997","1997","kg/ha","666.7","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1997","1997","t","2000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1998","1998","ha","4000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1998","1998","kg/ha","750","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1998","1998","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","1999","1999","ha","5000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","1999","1999","kg/ha","800","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","1999","1999","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2000","2000","ha","5000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2000","2000","kg/ha","800","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2000","2000","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2001","2001","ha","4982","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2001","2001","kg/ha","792.1","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2001","2001","t","3946.4","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2002","2002","ha","5029","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2002","2002","kg/ha","795.3","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2002","2002","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2003","2003","ha","5000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2003","2003","kg/ha","800","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2003","2003","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2004","2004","ha","5000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2004","2004","kg/ha","800","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2004","2004","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2005","2005","ha","5000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2005","2005","kg/ha","800","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2005","2005","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2006","2006","ha","5000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2006","2006","kg/ha","800","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2006","2006","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2007","2007","ha","5000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2007","2007","kg/ha","800","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2007","2007","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2008","2008","ha","5000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2008","2008","kg/ha","1000","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2008","2008","t","5000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2009","2009","ha","5000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2009","2009","kg/ha","1400","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2009","2009","t","7000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2010","2010","ha","5000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2010","2010","kg/ha","1600","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2010","2010","t","8000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2011","2011","ha","5000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2011","2011","kg/ha","1800","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2011","2011","t","9000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2012","2012","ha","8000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2012","2012","kg/ha","500","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2012","2012","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2013","2013","ha","9000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2013","2013","kg/ha","444.4","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2013","2013","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2014","2014","ha","11000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2014","2014","kg/ha","363.6","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2014","2014","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2015","2015","ha","11000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2015","2015","kg/ha","363.6","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2015","2015","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2016","2016","ha","11000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2016","2016","kg/ha","363.6","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2016","2016","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2017","2017","ha","11000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2017","2017","kg/ha","363.6","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2017","2017","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2018","2018","ha","8094","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2018","2018","kg/ha","641.8","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2018","2018","t","5195","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2019","2019","ha","11000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2019","2019","kg/ha","363.6","X","Figure from external organization",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2019","2019","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2020","2020","ha","4504","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2020","2020","kg/ha","770.2","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2020","2020","t","3469","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2021","2021","ha","4422","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2021","2021","kg/ha","754.9","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2021","2021","t","3338","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2022","2022","ha","12875","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2022","2022","kg/ha","568.4","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2022","2022","t","7318","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2023","2023","ha","2606","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2023","2023","kg/ha","724.5","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2023","2023","t","1888.15","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","0118","Millet","2024","2024","ha","2424","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","0118","Millet","2024","2024","kg/ha","824.1","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","0118","Millet","2024","2024","t","1997.45","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1991","1991","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1991","1991","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1992","1992","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1992","1992","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1993","1993","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1993","1993","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1994","1994","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1994","1994","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1995","1995","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1995","1995","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1996","1996","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1996","1996","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1997","1997","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1997","1997","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1998","1998","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1998","1998","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","1999","1999","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1999","1999","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2000","2000","ha","200","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2000","2000","kg/ha","5000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2000","2000","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2001","2001","ha","400","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2001","2001","kg/ha","5000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2001","2001","t","2000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2002","2002","ha","600","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2002","2002","kg/ha","5000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2002","2002","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2003","2003","ha","800","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2003","2003","kg/ha","5000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2003","2003","t","4000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2004","2004","ha","1000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2004","2004","kg/ha","5000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2004","2004","t","5000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2005","2005","ha","1200","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2005","2005","kg/ha","5000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2005","2005","t","6000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2006","2006","ha","1400","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2006","2006","kg/ha","5000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2006","2006","t","7000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2007","2007","ha","1600","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2007","2007","kg/ha","5000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2007","2007","t","8000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2008","2008","ha","1639","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2008","2008","kg/ha","5083","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2008","2008","t","8331","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2009","2009","ha","1650","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2009","2009","kg/ha","6960","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2009","2009","t","11484","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2010","2010","ha","1790","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2010","2010","kg/ha","6554.3","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2010","2010","t","11731.02","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2011","2011","ha","1800","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2011","2011","kg/ha","6944.4","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2011","2011","t","12500","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2012","2012","ha","1900","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2012","2012","kg/ha","6842.1","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2012","2012","t","13000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2013","2013","ha","2135","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2013","2013","kg/ha","6201.3","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2013","2013","t","13238.78","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2014","2014","ha","2408","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2014","2014","kg/ha","6005.2","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2014","2014","t","14462.99","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","ha","2649","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","kg/ha","5831.6","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","t","15449.47","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","ha","2877","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","kg/ha","5046.8","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","t","14522.2","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","ha","2855","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","kg/ha","4370.4","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","t","12478.76","A","Official figure",""
